Company Name,Domain,Website URL,Category,Domain Rating,Organic Traffic,Organic Keywords,Discovery Method,Has YouTube Channel,YouTube Channel URL,YouTube Subscribers,Has Website Videos,Total Videos Found,Video 1 URL,Video 1 Type,Video 1 Title,Video 2 URL,Video 2 Type,Video 2 Title,Video 3 URL,Video 3 Type,Video 3 Title,Video 4 URL,Video 4 Type,Video 4 Title,Video 5 URL,Video 5 Type,Video 5 Title,Video 6 URL,Video 6 Type,Video 6 Title,Video 7 URL,Video 7 Type,Video 7 Title,Video 8 URL,Video 8 Type,Video 8 Title,Video 9 URL,Video 9 Type,Video 9 Title,Video 10 URL,Video 10 Type,Video 10 Title
Fabric,partner.microsoft.com,https://partner.microsoft.com/en-us/marketing-center/assets/detail/microsoft-fabric-2-complete-walkthrough-10-min-video-mp4,,96.0,106601,5750,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=fwYuzNE2wTo,youtube_embed,Microsoft Fabric Demo – Microsoft Ignite 2023 - YouTube,https://www.youtube.com/watch?v=hwgVq8dY-_A,youtube_embed,A tidy introduction to Microsoft Fabric - YouTube,https://video.sas.com/detail/video/6341910691112/sas-decision-builder-on-microsoft-fabric-demo-updated-november-2024,unknown,SAS Decision Builder on Microsoft Fabric Demo / updated ...,,,,,,,,,,,,,,,,,,,,,
GitHub,github.com,https://www.github.com,,96.0,41387360,1487970,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=a9u2yZvsqHA,youtube_embed,How To Use GitHub For Beginners - YouTube,https://www.youtube.com/watch?v=OupqM6FFbn4,youtube_embed,Github Copoilot live demo! - YouTube,https://resources.github.com/videos/?page=4,unknown,Videos - GitHub Resources,https://www.youtube.com/watch?v=ylEy4eLdhFs,youtube_embed,GitHub Actions Step by Step DEMO for Beginners - YouTube,https://www.youtube.com/watch?v=qemRmlMhfjI,youtube_embed,"How Software Developers Use GitHub? Live Demo, Step by Step",,,,,,,,,,,,,,,
Calendly,calendly.com,https://www.calendly.com,,95.0,1113787,21165,Website Video Scrape,No,,,Yes,6,https://www.youtube.com/watch?v=T-OTCU1xXmY,youtube_embed,How Does Calendly Work? - YouTube,https://www.youtube.com/c/Calendly,youtube_embed,Calendly - YouTube,https://www.youtube.com/watch?v=EXULajMc_5M,youtube_embed,How To Use Calendly 2026 (Calendly Tutorial 2026) - YouTube,https://www.youtube.com/watch?v=LYpYOJaW9zQ,youtube_embed,Calendly Tutorial for Beginners | Schedule Meetings Automatically ...,https://www.youtube.com/watch?v=IV67ILsPDog,youtube_embed,Calendly Tutorial 2023: A Complete Beginners Guide (Step-by-step),https://www.youtube.com/watch?v=YNOCUcqBap0,youtube_embed,How to use Calendly for Recruiting & Interview Scheduling - YouTube,,,,,,,,,,,,
Cockpit CMS,pauloamgomes.github.io,https://pauloamgomes.github.io/CockpitCMS-React-Static/,,94.0,,,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=wCvMVO8H4cM,youtube_embed,Cockpit CMS + React Static demo application - YouTube,https://www.youtube.com/watch?v=H0cKFWCAYa8,youtube_embed,RedisCache CockpitCMS Addon - YouTube,https://www.youtube.com/watch?v=duK78Lig2KQ,youtube_embed,CockpitCMS Netlify Deploys - YouTube,,,,,,,,,,,,,,,,,,,,,
Coveralls,lispcookbook.github.io,https://lispcookbook.github.io/cl-cookbook/testing.html,,94.0,4,11,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=fjy4wfznqhk,youtube_embed,Coveralls Code Coverage -- Codefresh Quick Bites - YouTube,https://www.youtube.com/watch?v=jFCIJbAQStA,youtube_embed,How to Setup Travis CI with Coveralls for a Julia Package - YouTube,,,,,,,,,,,,,,,,,,,,,,,,
Discord,support.discord.com,https://support.discord.com/hc/en-us/articles/360045138571-Beginner-s-Guide-to-Discord,,94.0,2848860,64306,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=z5c6Bc-S0TI,youtube_embed,How to Use Discord - Complete Tutorial - YouTube,https://www.youtube.com/watch?v=OHzaOTwC_uA,youtube_embed,Discord Demo - YouTube,https://www.youtube.com/watch?v=CJ1CMGXznFw,youtube_embed,What is Discord and How to Use it - YouTube,https://www.youtube.com/watch?v=3gr4h_4Nn8g,youtube_embed,What is Discord and how to use it? - YouTube,,,,,,,,,,,,,,,,,,
Dropbox,dropbox.com,https://www.dropbox.com,,94.0,5647907,98782,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=7QmCUDHpNzE,youtube_embed,DropBox Demo - YouTube,https://learn.dropbox.com/video-library,unknown,Explore our video tutorials - Dropbox learn,https://www.youtube.com/watch?v=Z9XDtosBAm8,youtube_embed,Dropbox Tutorial for Beginners - 2026 Update - YouTube,https://learn.dropbox.com/video-library/dropbox-dash-overview,unknown,What is Dropbox Dash? An overview,https://www.youtube.com/user/dropbox,youtube_embed,Dropbox - YouTube,,,,,,,,,,,,,,,
Jotform,jotform.com,https://www.jotform.com,,94.0,1639272,128702,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=frJ5mZnW3-Q,youtube_embed,Getting started with Jotform for free - YouTube,https://www.youtube.com/user/TheJotform,youtube_embed,Jotform - YouTube,https://www.youtube.com/watch?v=2qLw5qNdYmQ,youtube_embed,Jotform Tutorial – Build Online Forms Fast (No Coding) - YouTube,https://www.youtube.com/watch?v=OPN5wG7Gedg,youtube_embed,Workflow & Form Builder (Jotform Tutorial) - YouTube,,,,,,,,,,,,,,,,,,
Aconex (Oracle),oracle.com,https://www.oracle.com/construction-engineering/aconex/,,93.0,6766646,303057,YouTube API + Website Scrape,Yes,https://www.youtube.com/@aconexguide580,452,Yes,8,https://www.youtube.com/watch?v=uvnVdurZM2M,youtube_channel,Uploading Documents on SharePoint #SharePoint #DocumentControl #UploadingDocuments #AconexGuide,https://www.youtube.com/watch?v=-WY9y6BsI1U,youtube_channel,Uploading Documents on Oracle Unifier #OracleUnifier #aconex #DocumentControl,https://www.youtube.com/watch?v=qs9rTqDQFMU,youtube_channel,Uploading &amp; Transmitting MOMs on Aconex #Aconex #DocumentControl #MOMs,https://www.youtube.com/watch?v=1WymBFtXSVs,youtube_channel,Transmitting Daily Reports through Aconex #Aconex #DailyReports #DocumentControl #Transmittals,https://www.youtube.com/watch?v=yZLQhF_CZso,youtube_channel,Uploading Daily Reports on Aconex #Aconex #DailyReports #DocumentControl,https://www.youtube.com/playlist?list=PLN7C0jhSYOdCRDHmb6LWLFRfSozyKEpTp,youtube_embed,Eloqua How to Videos - YouTube,https://www.youtube.com/watch?v=FlgpGAA9c6I,youtube_embed,Transactional Email App for Oracle Eloqua - App Demo - YouTube,https://www.youtube.com/watch?v=xmxGGK0plt0,youtube_embed,ReadyTalk for Eloqua Integration Demo - YouTube,,,,,,
Apache Superset,superset.apache.org,https://superset.apache.org/user-docs/intro/,,93.0,50972,1863,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=mAIH3hUoxEE,youtube_embed,Live Demo: Superset 101 - YouTube,https://www.youtube.com/watch?v=_1_rg5gAAjE,youtube_embed,Apache Superset | Open Source Data Exploration & Vizualization ...,https://www.youtube.com/watch?v=Y_VoAL6Iwi8,youtube_embed,Apache Superset Review: Can Open Source BI Possibly Be Good?,https://www.youtube.com/watch?v=cafjAk7t5MM,youtube_embed,Apache Superset: Dashboard Filters 101 - YouTube,,,,,,,,,,,,,,,,,,
Canva,canva.com,https://www.canva.com,,93.0,330107245,2826321,Website Video Scrape,No,,,Yes,11,https://www.youtube.com/watch?v=iAwKNtuzA5k,youtube_embed,Canva Pro Demo - YouTube,https://www.youtube.com/watch?v=AlrC-XaKwew,youtube_embed,Canva Video Editor - COMPLETE Tutorial for Beginners! - YouTube,https://www.youtube.com/watch?v=BLhoWAALKt0,youtube_embed,Canva Tutorial for Beginners (How to use Canva step by step),https://www.youtube.com/watch?v=bETbdPU8BAE,youtube_embed,Getting started with Canva Docs - YouTube,https://www.youtube.com/watch?v=txwOsqFMtIo,youtube_embed,Design Faster with Canva Pro | Canva Webinar - YouTube,https://www.youtube.com/playlist?list=PLJBoNd7msbl37Gnw34Bnh74OHz4UVJEHy,youtube_embed,Canva - YouTube,https://www.facebook.com/canva/videos/improve-team-workflows/1309006207086147/,unknown,Transform how your teams create marketing content. Canva ...,https://www.canva.com/video-editor/,unknown,Free Online Video Editor & Maker | Canva (Drag-and-drop),https://www.youtube.com/watch?v=psnVlWcAgjM,youtube_embed,Complete Canva Tutorial For Beginners (Latest Updates!) - YouTube,https://www.canva.com/video-editor/youtube/,unknown,YouTube Video Maker | Free Online YouTube Editor
Cloudflare,cloudflare.com,https://www.cloudflare.com,,93.0,6956141,155288,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/c/cloudflare/videos,youtube_embed,Cloudflare - YouTube,https://www.youtube.com/watch?v=8OedtK9TS6k,youtube_embed,Cloudflare WAF Demo: Layered Security - YouTube,https://www.cloudflare.com/en-ca/sase/demos/,unknown,SASE demo hub - Cloudflare,https://www.youtube.com/watch?v=RgpoafnAlng,youtube_embed,Cloudflare for Teams Overview Demo - YouTube,https://www.youtube.com/watch?v=Zo4o8ioRccI,youtube_embed,Secure Secrets with Cloudflare Secrets Store and Demo - YouTube,,,,,,,,,,,,,,,
Drupal,drupal.harvardsites.harvard.edu,https://drupal.harvardsites.harvard.edu/video,,93.0,378,74,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=orTDnWTDwQc,youtube_embed,Mastering Content Management in Drupal: A Live Demo - YouTube,https://www.youtube.com/watch?v=wXLXeoSo3wk,youtube_embed,Drupal: Overview - YouTube,https://www.youtube.com/watch?v=9RCxX7IVwUk,youtube_embed,"The #1 Drupal AI Demo, Development, and Learning Platform",https://drupal.harvardsites.harvard.edu/video,unknown,Video - HarvardSites Drupal User Guide,,,,,,,,,,,,,,,,,,
Firebase,developers.googleblog.com,https://developers.googleblog.com/firebase-demo-day-24/,,93.0,70389,5745,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=Rd6F5wHIysM,youtube_embed,Google Firebase Studio In 23 Minutes - YouTube,https://www.youtube.com/watch?v=Uo0gZG1xaKk,youtube_embed,Google Firebase Studio EXPLAINED + Live Demo! (Full-Stack AI ...,https://firebase.google.com/docs/database/video-series,unknown,Firebase Realtime Database for SQL Developers (video series),https://www.youtube.com/watch?v=vAoB4VbhRzM,youtube_embed,Firebase in 100 Seconds - YouTube,,,,,,,,,,,,,,,,,,
GoDaddy Website Builder,godaddy.com,https://www.godaddy.com/resources/skills/how-to-start-a-website-from-a-to-z,,93.0,7585191,142738,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=tysvdXwoiB8,youtube_embed,GoDaddy Website Builder Tutorial (Step-by-Step) - YouTube,https://www.youtube.com/watch?v=m9TlKIaMxwQ,youtube_embed,GoDaddy Website Builder Tutorial 2023 (How To Easily Make A ...,https://www.youtube.com/watch?v=tKGXrL-eTzU,youtube_embed,Godaddy Airo Tutorial | How to Build a Website With AI in ... - YouTube,https://www.youtube.com/c/GoDaddyHelpCenter,youtube_embed,GoDaddy Help Center - YouTube,,,,,,,,,,,,,,,,,,
HubSpot Service Hub,hubspot.com,https://www.hubspot.com,CRM Software,93.0,4353863,224023,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=Y9dGv_EjjNw,youtube_embed,HubSpot Service Hub Overview Demo - YouTube,https://www.youtube.com/watch?v=69wkE1J-pnw,youtube_embed,The Best HubSpot Service Hub Demo - YouTube,https://www.youtube.com/watch?v=s5Tq8pIUFiE,youtube_embed,HubSpot's Service Hub Overview (Guide) - YouTube,,,,,,,,,,,,,,,,,,,,,
Big Cartel,bigcartel.com,https://www.bigcartel.com,,92.0,265319,28505,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=dw9d-nZDkqk,youtube_embed,Big Cartel API: Guide on How to Easily Integrate with It in 2025,https://www.youtube.com/watch?v=N4cHlH-DrfI,youtube_embed,How to Integrate Your eCommerce Solution with Big Cartel ...,https://www.youtube.com/watch?v=x0PbJ_igaFM,youtube_embed,How to create and add discounts in Big Cartel - YouTube,https://www.youtube.com/watch?v=VxwlQPZ79Rk,youtube_embed,Editing your Big Cartel Account Profile - YouTube,https://vimeo.com/332043801,vimeo,Big Cartel Shipping App – Pirate Ship - Vimeo,,,,,,,,,,,,,,,
BigCommerce,bigcommerce.com,https://www.bigcommerce.com,,92.0,429798,27670,Website Video Scrape,No,,,Yes,9,https://www.youtube.com/watch?v=pBZb7Z-Zr04,youtube_embed,BigCommerce Website Builder Demo & Tutorial for Beginners,https://www.youtube.com/watch?v=DJttMHORqmA,youtube_embed,Overview | BigCommerce (E-Commerce Platform) - YouTube,https://www.youtube.com/watch?v=jTlIwUy7_HE,youtube_embed,Bigcommerce Demo Store Signup and API Key Creation - YouTube,https://www.youtube.com/watch?v=ott2zgXZbc8,youtube_embed,BigCommerce Integration - Brief Demo - YouTube,https://www.youtube.com/watch?v=MpbstcYK8xA,youtube_embed,Acumatica for BigCommerce Connector Demo - YouTube - YouTube,https://www.youtube.com/watch?v=Bj9wo-gd2d4,youtube_embed,B2B Ecommerce Product Demo - EvolutionX Admin Dashboard,https://www.youtube.com/watch?v=JQYiQgKviRE,youtube_embed,B2B eCommerce Self-Service Portal Demo Overview - YouTube,https://www.youtube.com/watch?v=dyHBHlfRq6A,youtube_embed,Chatra.io Live Chat Review - YouTube,https://www.youtube.com/watch?v=i_a9QOT35h8,youtube_embed,Everything I Use Kartra For (Online Course & Marketing Platform),,,
Bowery Farming,prnewswire.com,https://www.prnewswire.com/news-releases/bowery-farming-unveils-farm-x-new-innovation-hub-for-plant-science-and-home-to-the-first-ever-on-site-breeding-program-for-a-vertical-farming-company-301292791.html,,92.0,1297908,423368,Website Video Scrape,No,,,Yes,1,https://www.bloomberg.com/news/videos/2018-09-20/this-high-tech-farmer-grows-kale-in-a-factory-video,unknown,Watch This High-Tech Farmer Grows Kale in a Factory - Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal.com,cal.com,https://cal.com/,,92.0,48188,3027,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=IcYk8pqO1zs,youtube_embed,How to Use Cal.com for Scheduling (Demo 2025) - YouTube,https://www.youtube.com/watch?v=j3CEPZE7kgw,youtube_embed,Cal.com Tutorial | How to Use Cal.com for Scheduling - YouTube,https://www.youtube.com/watch?v=Niep6YkrkXA,youtube_embed,"Cal.com - an open source, self hosted tool for scheduling ... - YouTube",,,,,,,,,,,,,,,,,,,,,
Classy,proacademy.gofundme.com,https://proacademy.gofundme.com/page/videos,,92.0,85,29,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=InFVL0c9hjM,youtube_embed,Classy demo - YouTube,https://proacademy.gofundme.com/page/videos,unknown,Video hub - GoFundMe Pro Academy,https://www.youtube.com/watch?v=ai4RMBfWfUw,youtube_embed,GoFundMe Pro (Classy) Website Portals by Mittun - YouTube,https://www.youtube.com/watch?v=8WOTaxQvcHQ,youtube_embed,Classy Campaign Grid Feature for WordPress & Classy.org - YouTube,,,,,,,,,,,,,,,,,,
ClickFunnels,goto.clickfunnels.com,https://goto.clickfunnels.com/clickfunnels-demo,,92.0,951,119,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=ZOneJVP8r0w,youtube_embed,The Ultimate ClickFunnels Review 2025: In-Depth Analysis & Demo,https://www.youtube.com/watch?v=H4V31KAq5fA,youtube_embed,ClickFunnels 2.0 Tutorial & Review: Navigating the New Updated ...,https://www.youtube.com/watch?v=RFiSAXM2mzE,youtube_embed,ClickFunnels Tutorial For Beginners (How To Build A Sales Funnel ...,https://www.youtube.com/watch?v=OlDSs1njF5E,youtube_embed,Clickfunnels 2.0 Tutorial - Full Funnel Design in 19 Minutes - YouTube,,,,,,,,,,,,,,,,,,
Constant Contact,knowledgebase.constantcontact.com,https://knowledgebase.constantcontact.com/email-digital-marketing?t=tutorial&catsubsort=true&lang=en_US,,92.0,42974,8060,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=xLg3RQ_gD0s,youtube_embed,Constant Contact Tutorial (Step-by-Step Tutorial For Beginners),https://www.youtube.com/watch?v=Gb9sLKyCAHU,youtube_embed,Constant Contact Tutorial For Beginners 2025 (Start Sending Emails ...,https://www.youtube.com/playlist?list=PLjBV801-qlwe8fITFm9AaA0xFgd9xX2yc,youtube_embed,Constant Contact Training and Tutorials - YouTube,https://www.youtube.com/watch?v=3mMcoBVJC5M,youtube_embed,Constant Contact Tutorial For Beginners 2024 (The ... - YouTube,,,,,,,,,,,,,,,,,,
Docker,docker.com,https://www.docker.com,,92.0,3209041,57567,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=GeqaTjKMWeY,youtube_embed,What is a Docker Container? Docker Demo || Docker Tutorial 2,https://www.youtube.com/watch?v=b0HMimUb4f0,youtube_embed,Docker Tutorial for Beginners - YouTube,https://www.youtube.com/watch?v=fqMOX6JJhGo,youtube_embed,A Full DevOps Course on How to Run Applications in Containers,https://www.oreilly.com/videos/docker-for-the/9781788991315/9781788991315-video7_4/,unknown,Demo - Docker for the Absolute Beginner - Hands-On [Video] - O'Reilly,,,,,,,,,,,,,,,,,,
