Company Name,Domain,Website,Category,Domain Rating,Organic Traffic,Organic Keywords,Selected Video URL,Video Source,Dubbed To,Synthesia Share Link,Synthesia GIF URL,Trim Start,Trim End,Outreached
Hetzner,bizanosa.com,https://bizanosa.com/hetzner-dedicated-server-setup-video-tutorial/,,25.0,235,187,https://www.youtube.com/watch?v=obzcAs_rnp8,found_on_page,es,https://share.synthesia.io/de586eb1-d892-4b88-9d7e-70756ecf7f5d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/de586eb1-d892-4b88-9d7e-70756ecf7f5d/transfers/rendered_video.gif,0:00,0:30,FALSE
Charted,charted.com,https://www.charted.com,,24.0,103,6,https://www.youtube.com/watch?v=nrxnREusrZg,pre_detected,es,https://share.synthesia.io/32a4b060-7890-48f5-950a-b4f0343e9f4d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/32a4b060-7890-48f5-950a-b4f0343e9f4d/transfers/rendered_video.gif,0:00,0:30,FALSE
Fathom Analytics,fathomanalytics.com,https://www.fathomanalytics.com,,14.0,,,https://www.youtube.com/watch?v=hkhKuMYvVtE,pre_detected,es,https://share.synthesia.io/2f8f46d8-fee5-406e-9d5d-d0491408b999,https://synthesia-ttv-data.s3.amazonaws.com/video_data/2f8f46d8-fee5-406e-9d5d-d0491408b999/transfers/rendered_video.gif,0:00,0:30,FALSE
Dynamics 365,endeavour365.ca,https://www.endeavour365.ca/videos/,,13.0,28,24,https://www.youtube.com/watch?v=Vp7EIgs47PU&t=18s,pre_detected,es,https://share.synthesia.io/570cd72c-309d-4f6f-8044-a41526814f65,https://synthesia-ttv-data.s3.amazonaws.com/video_data/570cd72c-309d-4f6f-8044-a41526814f65/transfers/rendered_video.gif,0:12,0:40,FALSE
Fluidly,financebox.co.uk,https://financebox.co.uk/articles/2021-11-14-every-superhero-needs-a-sidekick-interview-with-fluidly,,13.0,1454,337,https://www.youtube.com/watch?v=J4Wo2Wzrijo,pre_detected,es,https://share.synthesia.io/49cb9ce7-db4e-4b03-993e-8a4ebd6a12d4,https://synthesia-ttv-data.s3.amazonaws.com/video_data/49cb9ce7-db4e-4b03-993e-8a4ebd6a12d4/transfers/rendered_video.gif,0:15,0:45,FALSE
CodeRabbit,coderabbit.com,https://www.coderabbit.com,,10.0,,,https://www.youtube.com/watch?v=Fo9jgL_x7hU,found_on_page,es,https://share.synthesia.io/4d5525bb-b40a-4071-bf7a-d1d9717beffb,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4d5525bb-b40a-4071-bf7a-d1d9717beffb/transfers/rendered_video.gif,0:07,0:37,FALSE
CloudTalk,cloudtalk.com,https://www.cloudtalk.com,,9.0,,,https://www.youtube.com/watch?v=3I6Ygequ1H0,pre_detected,es,https://share.synthesia.io/3329f83a-88cb-47a0-9f12-5e37a02c9b6d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3329f83a-88cb-47a0-9f12-5e37a02c9b6d/transfers/rendered_video.gif,0:00,0:30,FALSE
Instantly,instantly.com,https://www.instantly.com,,4.6,,,https://www.youtube.com/watch?v=JH26_2D3dpc,pre_detected,es,https://share.synthesia.io/86c052d3-83d8-487a-9baa-1ecc2dccfb78,https://synthesia-ttv-data.s3.amazonaws.com/video_data/86c052d3-83d8-487a-9baa-1ecc2dccfb78/transfers/rendered_video.gif,0:00,0:30,FALSE
Farmers Edge,farmersedge.com,https://www.farmersedge.com,,2.3,,,https://www.youtube.com/watch?v=taB1YIUdi4g,pre_detected,es,https://share.synthesia.io/92b7f035-1d03-4c0a-9c42-fe9860e73ee4,https://synthesia-ttv-data.s3.amazonaws.com/video_data/92b7f035-1d03-4c0a-9c42-fe9860e73ee4/transfers/rendered_video.gif,0:00,0:30,FALSE
Bardeen,bardeen.ai,https://www.bardeen.ai,,2.2,,,https://www.youtube.com/watch?v=BTWslvrI8OM,pre_detected,es,https://share.synthesia.io/5bfa63a6-e12a-4f8e-aa21-9523aa2b6ff2,https://synthesia-ttv-data.s3.amazonaws.com/video_data/5bfa63a6-e12a-4f8e-aa21-9523aa2b6ff2/transfers/rendered_video.gif,0:00,0:30,FALSE
