Outreach Status,Block Reason,Matched Customer,Customer Lifecycle,Match Type,Company Name,Domain,Website URL,Category,Domain Rating,Organic Traffic,Organic Keywords,Discovery Method,Has YouTube Channel,YouTube Channel URL,YouTube Subscribers,Has Website Videos,Total Videos Found,Video 1 URL,Video 1 Type,Video 1 Title,Video 2 URL,Video 2 Type,Video 2 Title,Video 3 URL,Video 3 Type,Video 3 Title,Video 4 URL,Video 4 Type,Video 4 Title,Video 5 URL,Video 5 Type,Video 5 Title,Video 6 URL,Video 6 Type,Video 6 Title,Video 7 URL,Video 7 Type,Video 7 Title,Video 8 URL,Video 8 Type,Video 8 Title,Video 9 URL,Video 9 Type,Video 9 Title,Video 10 URL,Video 10 Type,Video 10 Title
BLOCKED,Check if Brevo/Sendinblue is blocked,Brevo,Prospect,AI_PARENT_SUBSIDIARY,Brevo (Sendinblue),brevosendinblue.com,https://www.brevosendinblue.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=ELQ48C5KIOY,youtube_embed,Enviar Correo Masivo SendInBlue Brevo (5 MINUTOS Tutorial),https://www.youtube.com/watch?v=zAzSq-rojYk,youtube_embed,How to Create/Update Brevo (formerly Sendinblue) Contact on ...,https://www.youtube.com/watch?v=MM-cqSD6r4M,youtube_embed,How to Create Brevo (Sendinblue) Contact for Webflow Form ...,https://www.youtube.com/watch?v=ngJuj6BxsCo,youtube_embed,How to Create Brevo (Sendinblue) Contact on Elementor Form ...,https://www.youtube.com/playlist?list=PLsf79Dlc8i-ExrMVR91kacDGurpzxZX-P,youtube_embed,Demo/Walkthrough - YouTube,,,,,,,,,,,,,,,
BLOCKED,Check if Certinia/FinancialForce blocked,Certinia,Customer,AI_PARENT_SUBSIDIARY,Certinia (FinancialForce),certiniafinancialforce.com,https://www.certiniafinancialforce.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=ZWgduAGVa_w,youtube_embed,"Certinia Demo, Tutorial & Review (2026) | Cloud PSA & Financial ...",https://www.youtube.com/watch?v=R89iCvNg6kc,youtube_embed,Certinia (FinancialForce) Accounting Basics – AblyPro Webinar ...,https://www.youtube.com/watch?v=TEENOYbrmas,youtube_embed,FinancialForce Accounting Demo - YouTube,https://www.youtube.com/watch?v=82VVO-cptPE,youtube_embed,Certinia (FinancialForce) Cash Management - YouTube,https://www.youtube.com/watch?v=vAlWUAZEMfs,youtube_embed,SHOULD YOU BUY FINANCIALFORCE IN 2023? - YouTube,,,,,,,,,,,,,,,
BLOCKED,Citrix product,Citrix,Customer,AI_PARENT_SUBSIDIARY,Citrix ShareFile,citrixsharefile.com,https://www.citrixsharefile.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=zYzpiHMDgRQ,youtube_embed,A High Level Demonstration of Citrix ShareFile - YouTube,https://www.facebook.com/Citrix/videos/citrix-sharefile-your-guide-to-easily-syncing-sharing-and-storing-files/741099100193250/,unknown,"Citrix ShareFile: Your guide to easily syncing, sharing and storing files",https://www.youtube.com/playlist?list=PLVGTvqLQ_U7vGldAZlQ_cc2MRuUX14LEy,youtube_embed,Citrix Tutorials - YouTube,https://www.youtube.com/watch?v=qnNE5G7tF6Q,youtube_embed,Streamline your Document Sharing Workflow in QuickBooks + Citrix ...,https://m.facebook.com/Citrix/videos/sharefile-a-better-way-to-work/10153873595261666/,unknown,Collaboration shouldn't be so complicated. Watch how the new ...,,,,,,,,,,,,,,,
BLOCKED,D2L product — check if D2L is blocked,D2L,Customer,AI_PARENT_SUBSIDIARY,D2L Brightspace,d2lbrightspace.com,https://www.d2lbrightspace.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=4VamkfiYMds,youtube_embed,D2L Brightspace LMS Demo - YouTube,https://www.youtube.com/watch?v=L6oogmIa8K8,youtube_embed,Demo of Brightspace Lessons - YouTube,https://www.youtube.com/watch?v=1utg3_NiUcc,youtube_embed,D2L Brightspace- CUNY Demo Student - YouTube,https://vimeo.com/895873251,vimeo,See why D2L Brightspace is more than an LMS - Vimeo,https://www.youtube.com/watch?v=lfu-oWZpkmg,youtube_embed,D2L Brightspace LMS designed for Corporate Training - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Drafting Assistant,draftingassistant.com,https://www.draftingassistant.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=jl561i8lwvg,youtube_embed,Thomson Reuters Drafting Assistant - YouTube,https://www.youtube.com/watch?v=ekzgND8b3Yg,youtube_embed,Drafting Assistant PDF Converter Demo - YouTube,https://www.youtube.com/watch?v=oDviUyB-VPE,youtube_embed,Drafting Assistant Locate Authority Demo - YouTube,https://www.youtube.com/watch?v=MXUBWbqv5tE,youtube_embed,Verify Cite Status with WestCheck in Drafting Assistant - YouTube,https://www.youtube.com/watch?v=da2upQmvKy4,youtube_embed,Flags and Links in Drafting Assistant - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Emerald AI,emeraldai.com,https://www.emeraldai.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=itCvnUkT4K4,youtube_embed,iStep Emerald AI integration Tutorial - YouTube,https://www.youtube.com/watch?v=E1o5_jVLfLw,youtube_embed,Emerald AI Tutorial - Setting up your AI - YouTube,https://www.youtube.com/watch?v=tRbRFwKFrHc,youtube_embed,Emerald AI - New Combat Text System & Player Controller - YouTube,https://www.youtube.com/watch?v=c-PtdHdRSKo,youtube_embed,Emerald AI 2024 for Ultimate Horror FPS Kit (UHFPS) - YouTube,https://www.facebook.com/DizzyMedia/videos/ultimate-horror-fps-kit-uhfps-emerald-ai-2024-integration/398470813224776/,unknown,Ultimate Horror FPS Kit (UHFPS) - Emerald AI 2024 Integration,,,,,,,,,,,,,,,
SAFE,,,,,Encharge,encharge.com,https://www.encharge.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=LMZUtSa1R0E,youtube_embed,Encharge Email Marketing Review & Demo: Automate it ALL!,https://www.youtube.com/playlist?list=PLxT1NWZxcaotf-p04-zAwe6GeMN-CNmtO,youtube_embed,Encharge Tutorials - YouTube,https://www.youtube.com/watch?v=dAXe4HerygQ,youtube_embed,Encharge Review – The No-Code Email Automation Tool ... - YouTube,https://www.youtube.com/watch?v=c7es3sUwSp0,youtube_embed,Encharge Webhook Tutorial ❇️ Connect 3rd Party Apps - YouTube,https://www.youtube.com/watch?v=J8pmjNYw5i0,youtube_embed,Encharge Review ❇️ Best Email Marketing Software [Lifetime Deal],,,,,,,,,,,,,,,
BLOCKED,Google product,Google/Alphabet,Customer,AI_PARENT_SUBSIDIARY,Firebase Auth,firebaseauth.com,https://www.firebaseauth.com,,,,,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=JTZGW9C73yw,youtube_embed,how to use firebase auth rest api for user management | google,https://www.youtube.com/watch?v=9-QAGqt3q-0,youtube_embed,Firebase Authentication Crash Course 2026 (JavaScript) - YouTube,https://www.youtube.com/watch?v=QZDhLQjFniM,youtube_embed,Complete Firebase Authentication in Flutter - YouTube,https://www.youtube.com/watch?v=ZLcU-bwxzXQ,youtube_embed,React JS Tutorial - 03 FIREBASE AUTH - Full App with Sign-Up Form,,,,,,,,,,,,,,,,,,
BLOCKED,Freshworks product,Freshworks,Customer,AI_PARENT_SUBSIDIARY,Freshworks CRM,freshworkscrm.com,https://www.freshworkscrm.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=oafKghz4Pbc,youtube_embed,How To Use FreshWorks CRM For Beginners - YouTube,https://www.youtube.com/watch?v=Un9YT2CSJn4,youtube_embed,Freshsales CRM Demo - YouTube,https://www.youtube.com/watch?v=4ix0C1CDJ0Q,youtube_embed,FreshSales CRM Tutorial in 2026: How To Use FreshWorks CRM,https://www.youtube.com/@Freshsales,youtube_embed,Freshsales - YouTube,https://www.youtube.com/watch?v=LxIyTi_hqbo,youtube_embed,FREE Sales-Driven CRM Software (Freshworks CRM Tutorial),,,,,,,,,,,,,,,
BLOCKED,GitHub/Microsoft product,GitHub/Microsoft,Customer,AI_PARENT_SUBSIDIARY,GitHub Actions,githubactions.com,https://www.githubactions.com,,,,2,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=ylEy4eLdhFs,youtube_embed,GitHub Actions Step by Step DEMO for Beginners - YouTube,https://www.youtube.com/watch?v=R8_veQiYBjI,youtube_embed,GitHub Actions Tutorial - Basic Concepts and CI/CD Pipeline with ...,https://www.youtube.com/watch?v=ojA5LM7ElTY,youtube_embed,DemoDays Deploying software with GitHub Actions - YouTube,https://www.youtube.com/watch?v=Ugonll0e2Os,youtube_embed,Run GitHub Actions locally - act LIVE DEMO - YouTube,https://www.linkedin.com/learning/github-administration-cert-prep/demo-github-actions,unknown,"Demo: GitHub Actions | LinkedIn Learning, formerly Lynda.com",,,,,,,,,,,,,,,
BLOCKED,Google product,Alphabet,Customer,AI_PARENT_SUBSIDIARY,Google Data Studio (Looker Studio),googledatastudiolookerstudio.com,https://www.googledatastudiolookerstudio.com,,,,,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=C6hzmuSDxME,youtube_embed,How to Connect and Visualize a Data Source in Google Data Studio ...,https://www.youtube.com/watch?v=fRng_L_o12Q,youtube_embed,How to Enable Drill Down in Google Data Studio [2026 Full Guide],https://www.youtube.com/watch?v=6LCl9buH7vM,youtube_embed,Looker Studio (Data Studio) - Interlinking Pages with Links - YouTube,https://www.youtube.com/watch?v=RGNUxxoSvxw,youtube_embed,How to Connect GA4 to Google Data Studio [2026 Full Guide],,,,,,,,,,,,,,,,,,
SAFE,,,,,Hospitable (Smartbnb),hospitablesmartbnb.com,https://www.hospitablesmartbnb.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=lGnosQY0qEA,youtube_embed,Learn How To Use HOSPITABLE (formerly Smartbnb) To ... - YouTube,https://www.youtube.com/watch?v=fLBONEJfm0s,youtube_embed,How To Integrate PriceLabs With Hospitable/Smartbnb ... - YouTube,https://www.youtube.com/watch?v=95U5AAHpl8k,youtube_embed,Hospitable Direct 101: Adding a Direct Booking - YouTube,https://www.youtube.com/watch?v=t0f8xOUadto,youtube_embed,How To Sign Up For Hospitable SmartBnb Account - YouTube,https://www.youtube.com/hashtag/hospitable,youtube_embed,Hospitable - - YouTube,,,,,,,,,,,,,,,
BLOCKED,HubSpot product,HubSpot,Opportunity,AI_PARENT_SUBSIDIARY,HubSpot CRM,hubspotcrm.com,https://www.hubspotcrm.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=06gPe3_6lck,youtube_embed,The Ultimate HubSpot CRM Demo - A Free Step by Step Tour,https://www.youtube.com/watch?v=7L7nDEc2P14,youtube_embed,What Is HubSpot CRM? | Introduction - YouTube,https://www.youtube.com/watch?v=Ihu9rr1wRa0,youtube_embed,HubSpot CRM Tutorial for Beginners - YouTube,https://www.youtube.com/channel/UCaAx1xeTgF3rs4rBPDq6-Kw,youtube_embed,HubSpot - YouTube,https://www.youtube.com/watch?v=qHEDCWg0fxk,youtube_embed,HubSpot's Free CRM Review 2026 | Freemium Features ... - YouTube,,,,,,,,,,,,,,,
BLOCKED,HubSpot product,HubSpot,Opportunity,AI_PARENT_SUBSIDIARY,HubSpot Marketing Hub,hubspotmarketinghub.com,https://www.hubspotmarketinghub.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=U72I7ZCRiRw,youtube_embed,HubSpot Marketing Hub: A Complete Overview Demo - YouTube,https://www.youtube.com/watch?v=-Rx6BdbQTpA,youtube_embed,HubSpot Marketing Hub Quick Demo - YouTube,https://m.youtube.com/playlist?list=PLKVlEwFPCo8LKRK9R-5ixbpxspeE5L_rh,youtube_embed,HubSpot Demo - YouTube,https://www.youtube.com/watch?v=Rig_UinQJ0s,youtube_embed,The Official HubSpot Marketing Hub Tutorial - YouTube,https://www.youtube.com/watch?v=q9U__McKdRY,youtube_embed,HubSpot Marketing Hub Explained (2026) - YouTube,,,,,,,,,,,,,,,
BLOCKED,HubSpot product,HubSpot,Opportunity,AI_PARENT_SUBSIDIARY,HubSpot Sales Hub,hubspotsaleshub.com,https://www.hubspotsaleshub.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=HKaG5HN89x8,youtube_embed,HubSpot Sales Hub Overview Demo - YouTube,https://www.youtube.com/watch?v=tRpOCQ15L7M,youtube_embed,The Official HubSpot Sales Hub Tutorial - YouTube,https://www.youtube.com/watch?v=eGjfmA4HTBc,youtube_embed,HubSpot Sales Hub CRM Demo [2025] - YouTube,https://m.youtube.com/playlist?list=PLKVlEwFPCo8LKRK9R-5ixbpxspeE5L_rh,youtube_embed,HubSpot Demo - YouTube,https://www.youtube.com/watch?v=kiH9n9eU-oc,youtube_embed,HubSpot Sales Hub CRM Demo - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Humu,kenziquigg.com,https://www.kenziquigg.com/work/humu,,,,2,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=c056utrJRe4,youtube_embed,How Humu Uses Machine Learning to Create a Happier Workforce,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,IQMS (DELMIAworks),erpsoftwarevideos.com,https://erpsoftwarevideos.com/video/edi-software-for-manufacturing-companies-from-iqms-delmiaworks/,,,3,9,Website Video Scrape,No,,,Yes,2,https://erpsoftwarevideos.com/video/edi-software-for-manufacturing-companies-from-iqms-delmiaworks/,unknown,EDI Software for Manufacturing Companies from IQMS (DELMIAworks),https://erpsoftwarevideos.com/video_category/tool-die/,unknown,Tool & Die Archives - ERP Software Videos & Demos,,,,,,,,,,,,,,,,,,,,,,,,
BLOCKED,Check if Deere is in customer list,John Deere,Customer,AI_PARENT_SUBSIDIARY,John Deere Operations Center,johndeereoperationscenter.com,https://www.johndeereoperationscenter.com,,,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=-g7WtfW8EPs,youtube_embed,John Deere - Introduction to Operations Center Web - YouTube,https://www.youtube.com/playlist?list=PL1KGsSJ4CWk6Ie1nD7AytQC1HA-uFF0pl,youtube_embed,Getting Started with Operations Center™ - YouTube,https://www.youtube.com/watch?v=_QTCQLHdZUs,youtube_embed,John Deere - Introduction to Operations Center Mobile - YouTube,https://www.youtube.com/watch?v=mlDrFY2uqik,youtube_embed,John Deere Operations Center Mobile Demo - YouTube,https://www.youtube.com/watch?v=ATFzW2RNVKM,youtube_embed,How To Manage a Connection l John Deere Operations Center,,,,,,,,,,,,,,,
SAFE,,,,,ERPNext,erpnext.involvetechnologies.com,https://erpnext.involvetechnologies.com/slides,,0.1,,6,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=nxP2BIzaHiE,youtube_embed,Discover ERPNext : A Complete Overview & Demo - YouTube,https://www.youtube.com/playlist?list=PLh1ls_cZ5YleoTjpdhtl3aVE2-DOg-1mX,youtube_embed,"ERPNext Software- Tutorials, Live Demo/Practical and Customizations",https://www.youtube.com/watch?v=sehbIxQ0w0Y,youtube_embed,ERPNext Tutorial for Beginners (2025) | How to Use ... - YouTube,https://www.youtube.com/watch?v=q0YGjZFxXFs,youtube_embed,Stock and Manufacturing Demo in ERPNext - YouTube,,,,,,,,,,,,,,,,,,
SAFE,,,,,DEAR Inventory,dearinventory.com,https://www.dearinventory.com,,0.3,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=HXaKjoo_5bg,youtube_embed,EDI + DEAR Inventory Demo - YouTube,https://www.youtube.com/watch?v=nUrQtmCL_g4,youtube_embed,Introduction to DEAR - YouTube,https://www.youtube.com/watch?v=UnBwb7-nSps,youtube_embed,DEAR Inventory - Overview Video - [Waypoint] - YouTube,https://www.youtube.com/watch?v=nIEu_TQ3cPs,youtube_embed,DEAR Systems Overview | Best Inventory Management ... - YouTube,https://www.youtube.com/watch?v=5VGzABt3Kas,youtube_embed,DEAR Inventory - Products - [Waypoint] - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Float Cash Flow,https://floatapp.com/,https://https://floatapp.com/,,0.3,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=Bp5NXQoH_MI,youtube_embed,Getting Started In Float - YouTube,https://www.youtube.com/watch?v=1OGeRHf6iew,youtube_embed,Tour of Float - YouTube,https://www.youtube.com/channel/UC2rXKKGO6kslITkMsSL_muw,youtube_embed,Cash Flow Forecasting - Float - YouTube,https://www.youtube.com/watch?v=AGuOlE7cdbY,youtube_embed,Cash Flow Forecasting with Float - YouTube,https://www.youtube.com/watch?v=8jRZvoA8zIg,youtube_embed,How to Create a Custom CSV Template in Float - YouTube,,,,,,,,,,,,,,,
BLOCKED,Google product,Alphabet,Customer,AI_PARENT_SUBSIDIARY,Google Cloud Platform,googlecloudplatform.com,https://www.googlecloudplatform.com,,0.3,,,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=cOV86QlgMo0,youtube_embed,Google Cloud Course Demo | GCP Tutorial For Beginners | MindMajix,https://www.youtube.com/watch?v=lvZk_sc8u5I,youtube_embed,Google Cloud Full Course for Beginners [2025] - YouTube,https://www.youtube.com/@googlecloudtech,youtube_embed,Google Cloud Tech - YouTube,https://www.youtube.com/watch?v=zBBevSjX9E8,youtube_embed,Google Cloud Platform Tutorial - Part #1 | Introduction to GCP,,,,,,,,,,,,,,,,,,
SAFE,,,,,Cashflow Manager,https://www.cashflow-manager.com.au/,https://https://www.cashflow-manager.com.au/,,0.6,,,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=fRojNmGtXW0,youtube_embed,Cashflow Manager - The basics - YouTube,https://vimeo.com/216348056,vimeo,Cashflow Manager Demo on Vimeo,https://m.youtube.com/@Simplazz123/videos,youtube_embed,Simplazz123 - YouTube,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,AMZScout,amzscout.com,https://www.amzscout.com,,0.9,,,YouTube API,Yes,https://www.youtube.com/@amzscout,39500,No,5,https://www.youtube.com/watch?v=jI4krKCi5FY,youtube_channel,I Tested the Amazon Influencer Program — Here’s What it Actually Pays,https://www.youtube.com/watch?v=IoJX2IAK_pc,youtube_channel,"Low Reviews, Real Sales 💸 $35K/Month Amazon Tech Product 🚀",https://www.youtube.com/watch?v=X8-EMwS68nM,youtube_channel,The Smartest Way to Find Products to Sell on Amazon,https://www.youtube.com/watch?v=trbkWWAAp5Y,youtube_channel,"No Branding, Just Sales 💰 $183K/Month Kitchen Tool 😱 #amazonfba",https://www.youtube.com/watch?v=4fCNxr7EATY,youtube_channel,The Only Amazon Product Research Tool You Need,,,,,,,,,,,,,,,
SAFE,,,,,CPI OpenFox,cpiopenfox.com,https://www.cpiopenfox.com,,0.9,,,Website Video Scrape,No,,,Yes,3,https://www.facebook.com/Cpiopenfox/videos/a-digital-chain-of-custody-from-your-existing-hardware-with-meafuse-capture-stor/1203392461456089/,unknown,A Digital Chain of Custody From Your Existing Hardware! With Mea ...,https://www.facebook.com/Cpiopenfox/videos/in-todays-digital-landscape-protecting-integrity-and-authenticity-of-your-digita/646412671366561/,unknown,"In today's digital landscape, protecting integrity and authenticity of ...",https://www.youtube.com/watch?v=SRwdIloe-Vo,youtube_embed,Chapter 4.2 User Session Menu - YouTube,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,Adaptive Insights,qmetrix.com.sg,https://qmetrix.com.sg/technology/workday-adaptive-planning/adaptive-insights-videos/,,1.5,45,28,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=XHmLIfo_6Bc,youtube_embed,Adaptive Insights Demonstration for Nonprofits - YouTube,https://planningsystems.com.au/resources/videos/,unknown,Adaptive Insights Video - Planning Systems,https://www.youtube.com/watch?v=D3hsQIPWmO0,youtube_embed,INXPO Adaptive Insights Demo Primary - YouTube,,,,,,,,,,,,,,,,,,,,,
